PMCID	Field	Value_A_Human	Value_B_Copilot	Rank	Comment	Timestamp
PMC4289375	evaluation/method		"The evaluation of our method involved a comprehensive analysis of miRNA-gene interactions using both empirical and computational data. We utilized overrepresentation analysis (ORA) to assess the biological roles of genes interacting with miRNAs. For this, we employed a p-value threshold of 1.0 × 10^-3 with Bonferroni α correction. The ORA for gene set A, which included miRNAs with strong experimental evidence, reproduced all functional areas present in the union of gene sets A and B with a maximum p-value of 1.0 × 10^-16 and a median p-value of 1.0 × 10^-16. This set reproduced 15 out of 17 functional areas with a maximum p-value of 1.0 × 10^-4 and a median p-value of 1.0 × 10^-13. The functional areas ""biological adhesion"" and ""response to stimulus"" were not significant at the p-value threshold for gene set B.

To quantify the performance, we calculated precision and recall for all possible values of the p-value threshold. Precision was defined as the fraction of terms in the ORA for gene set A that are also in the union of gene sets A and B versus the number of terms in the ORA for gene set A. Recall was defined as the fraction of terms in the ORA for gene set A that are also in the union of gene sets A and B versus the number of terms in the ORA for the union of gene sets A and B. The values of recall and precision at the largest F-measure gave a recall of 69% and a precision of 95% for gene set A. For gene set B, the recall was 77% and the precision was 81%. These measurements demonstrate that the results of the ORA of the gene subsets A and B coincide to a sufficiently large extent with the ORA of all miRNA-influenced genes considered in this work.

Additionally, we performed a quantile-quantile (Q-Q) plot analysis to ensure the quality of our model. The Q-Q plot of the distribution of all TargetScan LTS scores and the empirically validated miRNA versus gene interactions showed a good coincidence with the straight line, confirming the reliability of our predictions."	B_Better	needs reference set fo rleavnt evalaution int his point	2026-02-09T14:50:55.096132
PMC4289375	evaluation/measure		"In the evaluation of our study, we focused on several key performance metrics to assess the quality and reliability of our predictions. Specifically, we reported precision and recall, which are fundamental metrics in evaluating the performance of predictive models.

Precision, also known as the positive predictive value, measures the proportion of true positive predictions (correctly predicted interactions) among all positive predictions made by the model. It indicates how many of the predicted interactions are actually correct. Recall, or sensitivity, measures the proportion of true positive predictions among all actual positives (known interactions). It indicates how well the model can identify all relevant instances.

To provide a comprehensive evaluation, we also calculated the F-measure, which is the harmonic mean of precision and recall. The F-measure gives a single score that balances both precision and recall, providing a more holistic view of the model's performance. We determined the values of recall and precision at the largest F-measure, which gave us a recall of 69% and a precision of 95% for gene set A. For gene set B, the recall was 77% and the precision was 81%.

These metrics are widely used in the literature and are representative of standard practices in evaluating predictive models, particularly in the context of bioinformatics and gene interaction studies. By reporting these metrics, we aim to provide a clear and transparent assessment of our model's performance, allowing for comparisons with other studies and ensuring that our results are robust and reliable."	B_Better	Excellent use of suppl materials by copilot to pull out rleavnt mentioned measures - better if mor estcutured vs prose	2026-02-09T14:52:28.496484
PMC4289375	evaluation/comparison		"In our evaluation, we conducted a thorough comparison of our methods with publicly available tools and simpler baselines to ensure robustness and accuracy. For instance, we directly compared the modeled distributions for TargetScan scores with empirically validated interactions. This comparison involved plotting the probability density functions for both predicted and validated miRNA/gene interactions, providing a visual representation of how our model's predictions align with real-world data.

Additionally, we performed overrepresentation analysis (ORA) on different gene sets, including those with experimentally shown and computationally predicted miRNA interactions. This allowed us to assess the precision and recall of our methods against established benchmarks. The results demonstrated that our approach achieved high precision and recall, indicating its effectiveness in identifying relevant miRNA-target interactions.

We also calculated precision and recall for all possible values of the p-value threshold, using the largest F-measure to determine the optimal balance between these metrics. This rigorous evaluation process ensured that our methods were not only accurate but also reliable in practical applications.

Furthermore, we compared our findings with simpler baselines to understand the added value of our more complex models. This included evaluating the performance of our methods against basic statistical approaches and ensuring that our advanced techniques provided significant improvements in prediction accuracy and reliability."	B_Better	some reudnacy and overselling vs other fields - needs more objectivity	2026-02-09T14:53:26.469894
PMC4289375	evaluation/confidence		"In the ""Evaluation Confidence"" subsection, we assessed the reliability and statistical significance of our predictions. We employed a probabilistic approach using Bayes' theorem to estimate the likelihood that a predicted miRNA-gene interaction is valid. This method provided a p-value for each prediction, indicating the probability that the interaction occurs by chance. We set a stringent threshold of p < 0.02 to ensure high confidence in our predictions, which corresponds to a LTS score threshold of 4.06.

To further minimize false positives, we required at least two different predictions with LTS scores above this threshold for a miRNA-gene interaction to be considered acceptable. This restrictive filtering resulted in 6,805 high-confidence predictions involving 1,355 genes. The use of the ABC analysis helped address potential biases due to the unequal distribution of miRNA-gene interactions, ensuring a more balanced evaluation.

The statistical significance of our method was supported by the comparison of modeled distributions for TargetScan scores and empirically validated interactions. The quantile-quantile (Q-Q) plot and the probability density function (pdf) demonstrated a strong coincidence with the expected distributions, validating the quality of our model. Additionally, the Pareto Density Estimation (PDE) confirmed the plausibility of our LTS score threshold, providing further confidence in our evaluation metrics.

While we did not explicitly report confidence intervals for our performance metrics, the stringent thresholds and statistical methods used ensure that our results are robust and statistically significant. The approach taken allows us to claim with high confidence that our method provides superior and reliable predictions of miRNA-gene interactions compared to baselines."	B_Better	overly verbose for this q - need mroe binary y/n and which and then address better	2026-02-09T14:55:06.076004
PMC4289375	evaluation/availability	no	The raw evaluation files are not publicly available. The evaluation process involved querying specific databases and performing calculations using proprietary software, such as TargetScan Human and Matlab. The results of these evaluations, including figures and tables, are presented within the supplementary materials of the publication. However, the raw data files used for these evaluations have not been released publicly. Therefore, access to these raw files is not available for external use or verification.	Tie_High	More succint by copilot needed	2026-02-09T14:55:38.193608
PMC4315323	publication/title	Performance of case-control rare copy number variation annotation in classification of autism.	Performance of case-control rare copy number variation annotation in classification of autism.	Tie_High		2026-02-09T14:55:42.802864
PMC4315323	publication/authors	Engchuan W, Dhindsa K, Lionel AC, Scherer SW, Chan JH, Merico D.	Engchuan Worrawat, Dhindsa Kiret, Lionel Anath C, Scherer Stephen W, Chan Jonathan H, Merico Daniele	Tie_High		2026-02-09T14:55:46.000701
PMC4315323	publication/journal	BMC medical genomics	BMC medical genomics	Tie_High		2026-02-09T14:55:49.238517
PMC4315323	publication/year	2015	2015	Tie_High		2026-02-09T14:55:51.919046
PMC4315323	publication/doi	10.1186/1755-8794-8-s1-s7	10.1186/1755-8794-8-s1-s7	Tie_High		2026-02-09T14:56:55.554161
PMC4315323	publication/tags	True	"- Copy Number Variations (CNVs)
- Genomics
- Rare CNVs
- Pathogenic CNVs
- Gene Annotations
- Gene-set Construction
- Cross-validation
- Classification Algorithms
- Feature Selection
- Autism Spectrum Disorder (ASD)
- Neural Relevance
- Gene Ontology (GO)
- Pathway Analysis
- Machine Learning in Genomics
- Predictive Modeling
- Haploinsufficiency
- Brain Expression Levels
- Synaptic Complex Membership
- Neurological Disease
- Genetic Classification"	B_Better	too many from copilot - limit to 5-7x	2026-02-09T14:57:12.446905
PMC4315323	dataset/provenance	Rare Copy Number Variation (CNV) data and comprehensive gene annotations from Npos=1892 Autism Spectrum Disorder ASD subjects (1623 males and 270 females), and Nneg=2342 platform-matched controls (1093 males and 1250 females) with at least one rare CNV (frequency 1% or less). All subjects (Npos) are of European ancestry and Caucasian ethnicity. Data were collected from previous studies: Autism Genome Project (AGP), SAGE (Study of Addiction Genetics and Environment), Ontario Colorectal Cancer study, HABC (Health Aging and Body Composition). 	"The dataset utilized in this study comprises subjects with at least one rare copy number variation (CNV). These CNVs were mapped to genes using transcript coordinates based on RefSeq hg18, ensuring consistency with the BeadChip arrays used. The performance of the analysis was similar when using a more stringent exonic mapping, which required at least one exon to be overlapped by a CNV.

The dataset includes a curated set of neurally-relevant genes, which were selected based on various criteria such as predicted haploinsufficiency, brain expression levels, synaptic complex membership, and implication in neurological or neuropsychiatric diseases. These genes were compiled from multiple sources, including the Human Phenotype Ontology, Mammalian Phenotype Ontology, and Gene Ontology annotations.

The total number of subjects in the study is 1,892. The dataset was divided into three equal subsets for cross-validation, each containing the same proportion of cases (ASD subjects) and controls. This stratified three-fold cross-validation approach was employed to avoid overfitting and to ensure robust performance estimation.

The dataset has been used in previous analyses and by the community, as indicated by the references to supplementary methods and results. The cross-validation strategy involved training the model on the union of two subsets and testing it on the remaining subset, repeating this process three times so that each subset was used once as a test set and twice as a training set. This procedure was iterated twenty times to estimate the mean and standard deviation of the area under the curve (AUC), providing a comprehensive assessment of the classification performance."	Tie_High		2026-02-09T14:57:38.744633
PMC4315323	dataset/splits	Only subjects harboring at least one rare genic CNV were used for classification, as features would be constantly zero for the other subjects, but all subjects were considered when reporting percentage “explained” statistics. This resulted in a subset of Npos=1570 ASD subjects (80.8%) and Nneg=1916 controls (81.8%). Random division into 3 equal and stratified subsets. Ntrain = 2 subsets. Ntest=1 subset. This process was repeated 3 times without re-dividing the dataset. 	The dataset was divided into three equal subsets for cross-validation purposes. Each subset maintained the same proportion of ASD and control subjects. Two of these subsets were used as the training set for the model, while the remaining subset served as the validation set to quantify performance. This process was iterated three times, ensuring that each subset was used twice for training and once for validation. Additionally, the cross-validation procedure was repeated multiple times to estimate the mean performance and its standard deviation. The remaining set, not used in the cross-validation, was used as a test set to assess the final performance of the classification.	A_Better	copilot good but not extracting metrics to support the extarcted tstaements	2026-02-09T14:58:15.635957
PMC4315323	dataset/redundancy	Subjects with karyotypic abnormalities, Fragile X syndrome or other genetic syndromes causing congenital malformations were excluded from the analysis. Only samples meeting quality thresholds were used for CNV analysis. CNVs (of size 30 kb or greater) were detected using an analytical pipeline optimized for Illumina 1M arrays. All de novo CNVs were experimentally validated. Samples with copy number variation greater than 7.5 MB were excluded. 	"The dataset was divided into three equal subsets, each containing the same proportion of ASD and control subjects. This division was done to ensure that the data was stratified, which helps to avoid overfitting and ensures that each subset is representative of the overall dataset. The cross-validation strategy involved using two of these subsets for training the model, while the remaining subset was used as the validation set to quantify performance. This process was iterated three times, so that each subset was used twice for training and once for validation. Additionally, the cross-validation procedure was repeated multiple times to estimate the mean performance and its standard deviation.

The feature selection process was performed independently for each training set to avoid overfitting. This means that the features selected for the model were based on the relevance metrics calculated on the training data subset used for that particular iteration. This approach ensures that the training and test sets remain independent, as the feature selection does not rely on information from the test set.

The distribution of the dataset in terms of feature relevance and classification performance was compared to previously published machine learning datasets in the context of ASD research. The challenges addressed in this study, such as the high degree of mutual overlap among features and the presence of many features with limited or no classification relevance, are common in large and complex biological datasets. The use of feature selection strategies like Mean Decrease Accuracy (MDA), MDA with stepwise decorrelation, and Minimum Redundancy Maximum Relevance (MRMR) helped to mitigate these issues and improve the classification performance. The results showed that incorporating feature selection steps significantly enhanced the model's ability to distinguish between ASD and control subjects, particularly when using gene ontology (GO) and pathway-based features."	A_Better	copiloy fils and starts discussing features and model aspects; reudndnat to later sections vs direct repsonse to each Q	2026-02-09T14:59:20.132039
PMC4315323	dataset/availability	Yes. Stage-1 CNV calls are available in dbGAP as phs000267.v3.p2. Stage-2 CNV calls are available in dbGAP as phs000267.v4.p2. Supplementary files for rare variants of ASD subjects and controls.	The data used in this study is not publicly released in a forum. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for public access or download. The data is not available for	A_Better	Odd Copilot issue - freaks out and writes same thing far too many times.	2026-02-09T15:02:04.360032
